wave,spec,std
496.6,0.130222222,0.008333333
560,0.150777778,0.008828615
664.5,0.170111111,0.008608781
835.1,0.186666667,0.0085
1613.7,0.217,0.0041833
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
